Year,date,Dependent,D_type,Speaker1,Governor,G_type,Speaker2,RelationType,long_date
1992,15 10,I started doing these formats a year ago in New Hampshire and I found that we had huge crowds,Premise,CLINTON,all I did was let people ask questions and I tried to give very specific answers,Claim,CLINTON,Support,15-10-1992
1992,15 10,I've been disturbed by the tone and the tenor of this campaign,Premise,CLINTON,Mr. Bush said once again I was going to have $150 billion tax increase,Premise,CLINTON,Support,15-10-1992
1992,15 10,Mr. Bush said once again I was going to have $150 billion tax increase,Claim,CLINTON,"When Mr. Quayle said that all the networks said, that's not true",Premise,CLINTON,Attack,15-10-1992
1992,15 10,"When Mr. Quayle said that all the networks said, that's not true",Claim,CLINTON,He's got over $100 billion of tax cuts and incentives,Claim,CLINTON,Support,15-10-1992
1992,15 10,the Washington Post ran a long editorial today saying they couldn't believe Mr. Bush was making character an issue,Premise,CLINTON,"they said he was the greatest quote ""political chameleon"" for changing his positions of all times",Claim,CLINTON,Support,15-10-1992
1992,15 10,couldn't agree with you more,Claim,PEROT,I couldn't agree with you more,Claim,PEROT,Equivalent,15-10-1992
1992,15 10,I want to change the character of the presidency,Premise,CLINTON,I'm not interested in his character,Claim,CLINTON,Support,15-10-1992
1992,15 10,you don't have to wonder if it's me talking,Premise,PEROT,I don't have any speechwriters,Claim,PEROT,Support,15-10-1992
1992,15 10,you don't have to wonder if it's me talking,Premise,PEROT,I make those charts you see on television,Claim,PEROT,Support,15-10-1992
1992,15 10,you don't have to wonder if it's me talking,Premise,PEROT,I don't have any spin doctors,Claim,PEROT,Support,15-10-1992
1992,15 10,I'll take the pledge and will stay on the issues,Claim,PEROT,I'll take the pledge,Claim,PEROT,Equivalent,15-10-1992
1992,15 10,I'll take the pledge,Premise,PEROT,I know the American people want to talk about issues and not tabloid journalism,Claim,PEROT,Support,15-10-1992
1992,15 10,I don't want the implication to be that somehow everything we say is just cooked up and put in our head by somebody else,Claim,CLINTON,The ideas I express are mine,Claim,CLINTON,Support,15-10-1992
1992,15 10,I don't want the implication to be that somehow everything we say is just cooked up and put in our head by somebody else,Claim,CLINTON,I'm the only person up here who hasn't been part of Washington in any way for the last 20 years,Claim,CLINTON,Support,15-10-1992
1992,15 10,I don't want the implication to be that somehow everything we say is just cooked up and put in our head by somebody else,Premise,CLINTON,I worked 12 years very hard as a governor on the real problems of real people,Claim,CLINTON,Support,15-10-1992
1992,15 10,I don't want the implication to be that somehow everything we say is just cooked up and put in our head by somebody else,Premise,CLINTON,I'm just as sick as you are by having to wake up and figure out how to defend myself every day,Claim,CLINTON,Support,15-10-1992
1992,15 10,I don't want the implication to be that somehow everything we say is just cooked up and put in our head by somebody else,Premise,CLINTON,I never thought I'd ever be involved in anything like this,Claim,CLINTON,Support,15-10-1992
1992,15 10,I make those charts you see on television,Claim,CLINTON,The ideas I express are mine,Premise,PEROT,Attack,15-10-1992
1992,15 10,I don't have any speechwriters,Claim,CLINTON,The ideas I express are mine,Premise,PEROT,Attack,15-10-1992
1992,15 10,I don't have any spin doctors,Claim,CLINTON,The ideas I express are mine,Premise,PEROT,Attack,15-10-1992
1992,15 10,The ideas I express are mine,Premise,CLINTON,I've worked on these things for 12 years,Claim,CLINTON,Support,15-10-1992
1992,15 10,I belong to them,Premise,PEROT,I've got 5.5 million hard-working people who put me on the ballot,Claim,PEROT,Support,15-10-1992
1992,15 10,I take the pledge,Claim,PEROT,I've already taken the pledge on cutting the deficit in half,Claim,PEROT,Support,15-10-1992
1992,15 10,I took the pledge we'd cut it out,Premise,PEROT,"There's a great young group, Lead or Leave, college students, young people, who don't want us to spend their money",Claim,PEROT,Support,15-10-1992
1992,15 10,I've already taken the pledge on cutting the deficit in half,Claim,PEROT,I took the pledge we'd cut it out,Claim,PEROT,Equivalent,15-10-1992
1992,15 10,"I'm very proud of the way that came about and I think it's a very, very good beginning",Premise,BUSH,$150 billion for improving the infrastructure,Claim,BUSH,Support,15-10-1992
1992,15 10,"I'm very proud of the way that came about and I think it's a very, very good beginning",Claim,BUSH,We passed this year the most furthest looking transportation bill in the history of this country since Eisenhower started the interstate highways,Claim,BUSH,Support,15-10-1992
1992,15 10,"I'm very proud of the way that came about and I think it's a very, very good beginning",Premise,BUSH,That happened when I was president,Claim,BUSH,Support,15-10-1992
1992,15 10,it's awful hard to say we're going to go out and spend more money when we're trying to get the deficit down,Premise,BUSH,I am concerned about the deficits and $150 billion is a lot of money,Claim,BUSH,Support,15-10-1992
1992,15 10,I would cite that as a major accomplishment,Claim,BUSH,it's awful hard to say we're going to go out and spend more money when we're trying to get the deficit down,Claim,BUSH,Attack,15-10-1992
1992,15 10,here's something that we can take great pride in,Premise,BUSH,it really does get to what you're talking about,Claim,BUSH,Support,15-10-1992
1992,15 10,There's a good program,Premise,BUSH,Our home initiative -- our home ownership initiative -- HOPE -- that passed the Congress is a good start for having people own their own homes instead of living in these deadly tenements,Claim,BUSH,Support,15-10-1992
1992,15 10,There's a good program,Premise,BUSH,"Our enterprise zones, that we hear a lot of lip service about in Congress, would bring jobs into the inner city",Claim,BUSH,Support,15-10-1992
1992,15 10,I need the help of everybody across this country to get it passed in a substantial way by the Congress,Claim,BUSH,There's a good program,Claim,BUSH,Support,15-10-1992
1992,15 10,I need the help of everybody across this country to get it passed in a substantial way by the Congress,Premise,BUSH,"everyone of them -- the boys' club leaders, the ministers -- all of them were saying pass enterprise zones",Claim,BUSH,Support,15-10-1992
1992,15 10,Sure,Premise,BUSH,"the problem is, you get so many things included in a great big bill that you have to look at the overall good",Claim,BUSH,Attack,15-10-1992
1992,15 10,That's the problem with our system,Claim,BUSH,If you had a line item veto you could knock out the pork,Claim,BUSH,Support,15-10-1992
1992,15 10,If you had a line item veto you could knock out the pork,Premise,BUSH,You could knock out the tax increases,Claim,BUSH,Support,15-10-1992
1992,15 10,If you had a line item veto you could knock out the pork,Premise,BUSH,"you could do what the people want, and that's create enterprise zones",Claim,BUSH,Support,15-10-1992
1992,15 10,If you had a line item veto you could knock out the pork,Claim,CLINTON,"that's why he wants to veto it, just like he vetoed an earlier bill this year",Claim,BUSH,Attack,15-10-1992
1992,15 10,"My plan would dedicate $20 billion a year in each of the next 4 years for investments in new transportation, communications, environmental clean-ups and new technologies for the 21st century",Claim,CLINTON,We can create millions of jobs in these new technologies,Claim,CLINTON,Support,15-10-1992
1992,15 10,"My plan would dedicate $20 billion a year in each of the next 4 years for investments in new transportation, communications, environmental clean-ups and new technologies for the 21st century",Claim,CLINTON,we would target it especially in areas that have been either depressed or which have lost a lot of defense related jobs,Claim,CLINTON,Support,15-10-1992
1992,15 10,we would target it especially in areas that have been either depressed or which have lost a lot of defense related jobs,Premise,CLINTON,more than we're going to lose in defense,Claim,CLINTON,Support,15-10-1992
1992,15 10,our wealth growth is going down as a result of it,Premise,CLINTON,we're investing a much smaller percentage of our income in the things you just asked about than all of our major competitors,Claim,CLINTON,Support,15-10-1992
1992,15 10,our wealth growth is going down as a result of it,Premise,CLINTON,It's making the country poorer,Claim,CLINTON,Support,15-10-1992
1992,15 10,We have to both bring down the deficit and get our economy going through these kinds of investments in order to get the kind of wealth and jobs and incomes we need in America,Claim,CLINTON,our wealth growth is going down as a result of it,Claim,CLINTON,Support,15-10-1992
1992,15 10,"that's why he wants to veto it, just like he vetoed an earlier bill this year",Premise,CLINTON,That bill pays for these urban enterprise zones by asking the wealthiest Americans to pay a little more,Claim,CLINTON,Support,15-10-1992
1992,15 10,"that's why he wants to veto it, just like he vetoed an earlier bill this year",Claim,CLINTON,This is not mud slinging,Claim,CLINTON,Support,15-10-1992
1992,15 10,"that's why he wants to veto it, just like he vetoed an earlier bill this year",Premise,CLINTON,"This is facts -- that would have given investment tax credits and other incentives to reinvest in our cities, in our country",Claim,CLINTON,Support,15-10-1992
1992,15 10,"that's why he wants to veto it, just like he vetoed an earlier bill this year",Claim,CLINTON,it asked the wealthiest Americans to pay a little more,Claim,CLINTON,Support,15-10-1992
1992,15 10,This is not mud slinging,Claim,CLINTON,This is fact slinging,Claim,CLINTON,Support,15-10-1992
1992,15 10,I agree with him,Premise,CLINTON,Mr. Perot wants to do the same thing,Claim,CLINTON,Support,15-10-1992
1992,15 10,We can create millions of jobs in these new technologies,Premise,CLINTON,"There are 200,000 people in California, for example, who have lost their defense related jobs",Claim,CLINTON,Support,15-10-1992
1992,15 10,We can create millions of jobs in these new technologies,Premise,CLINTON,They ought to be engaged in making high speed rail,Claim,CLINTON,Support,15-10-1992
1992,15 10,We can create millions of jobs in these new technologies,Premise,CLINTON,"They ought to be engaged in breaking ground in other technologies, doing waste recycling, clean water technology and things of that kind",Claim,CLINTON,Support,15-10-1992
1992,15 10,"The president wants it, but we can't get it",Premise,PEROT,we sit here in gridlock,Claim,PEROT,Support,15-10-1992
1992,15 10,"The president wants it, but we can't get it",Premise,PEROT,it's a campaign year,Claim,PEROT,Support,15-10-1992
1992,15 10,you've got to create jobs,Premise,PEROT,you've got to have money to pay for these things,Claim,PEROT,Support,15-10-1992
1992,15 10,I think I could go to Washington in a week and get everybody holding hands and get this bill signed,Premise,PEROT,I talk to the Republican leaders and they want it,Claim,PEROT,Support,15-10-1992
1992,15 10,I think I could go to Washington in a week and get everybody holding hands and get this bill signed,Premise,PEROT,"they're bred from childhood to fight with one another rather than get results, you know, I would be glad to drop out and spend a little time and see if we couldn't build some bridges",Claim,PEROT,Support,15-10-1992
1992,15 10,I think I could go to Washington in a week and get everybody holding hands and get this bill signed,Premise,PEROT,I talk to the Democratic leaders and they want it,Claim,PEROT,Support,15-10-1992
1992,15 10,you have to work together,Claim,PEROT,The president can't order Congress around,Claim,PEROT,Support,15-10-1992
1992,15 10,you have to work together,Claim,PEROT,Congress can't order the president around,Claim,PEROT,Support,15-10-1992
1992,15 10,we're going to pay a big price for right after the election,Premise,PEROT,"We didn't fund a lot of other things this year, like the savings and loan mess",Claim,PEROT,Support,15-10-1992
1992,15 10,They're tomorrow's industries in the inner cities,Premise,PEROT,"in my case, if I'm out of work, I'll cut grass tomorrow to take care of my family",Claim,PEROT,Support,15-10-1992
1992,15 10,Put those jobs in the inner cities instead of doing diplomatic deals and shipping them to China where prison labor does the work,Premise,PEROT,I'll be happy to make shoes,Claim,PEROT,Support,15-10-1992
1992,15 10,Put those jobs in the inner cities instead of doing diplomatic deals and shipping them to China where prison labor does the work,Premise,PEROT,I'll be happy to make clothing,Claim,PEROT,Support,15-10-1992
1992,15 10,Put those jobs in the inner cities instead of doing diplomatic deals and shipping them to China where prison labor does the work,Premise,PEROT,I'll make sausage,Claim,PEROT,Support,15-10-1992
1992,15 10,Put those jobs in the inner cities instead of doing diplomatic deals and shipping them to China where prison labor does the work,Premise,PEROT,You just give me a job,Claim,PEROT,Support,15-10-1992
1992,15 10,That's something I know how to do,Premise,PEROT,I've spent my life creating jobs,Claim,PEROT,Support,15-10-1992
1992,15 10,I think we could get a lot done,Premise,PEROT,"I've listened to both sides, and if they would talk to one another instead of throwing rocks",Claim,PEROT,Support,15-10-1992
1992,15 10,That's the way I would do it,Premise,PEROT,I think the press would follow that so closely that probably they would get it done,Claim,PEROT,Support,15-10-1992
1992,15 10,That's the way I would do it,Premise,PEROT,over here in this Senate committee to the chairman who is anxious to get this bill passed,Claim,PEROT,Support,15-10-1992
1992,15 10,That's the way I would do it,Premise,PEROT,"try to get together, get the bill passed and give the people the benefits and not play party politics right now",Claim,PEROT,Support,15-10-1992
1992,15 10,That's the way I would do it,Premise,PEROT,"I'd say rather than just yelling at one another, why don't we find out where we're apart",Claim,PEROT,Support,15-10-1992
1992,15 10,I've been fighting for changes in the exclusionary rule,Premise,BUSH,"an honest cop stops somebody and makes a technical mistake, the criminal doesn't go away",Claim,BUSH,Support,15-10-1992
1992,15 10,I support the right to keep and bear arms,Premise,CLINTON,"I live in a state where over half the adults have hunting or fishing licenses, or both",Claim,CLINTON,Support,15-10-1992
1992,15 10,I support the right to keep and bear arms,Claim,CLINTON,"I believe we have to have some way of checking hand guns before they're sold, to check the criminal history, the mental health history, and the age of people who are buying them",Claim,CLINTON,Attack,15-10-1992
1992,15 10,"I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records",Claim,CLINTON,"I believe we have to have some way of checking hand guns before they're sold, to check the criminal history, the mental health history, and the age of people who are buying them",Claim,CLINTON,Support,15-10-1992
1992,15 10,"I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records",Premise,CLINTON,"Once you automate your records, then you don't have to have a waiting period, but at least you can check",Claim,CLINTON,Support,15-10-1992
1992,15 10,"I support the Brady bill which would impose a national waiting period unless and until a state did what only Virginia has done now, which is to automate its records",Claim,PEROT,"Brady Bill, I agree that it's a timid step in the right direction but it won't fix it",Claim,CLINTON,Attack,15-10-1992
1992,15 10,I also think we should have frankly restrictions on assault weapons whose only purpose is to kill,Premise,CLINTON,We need to give the police a fighting chance in our urban areas where the gangs are building up,Claim,CLINTON,Support,15-10-1992
1992,15 10,I think it's a shame it didn't pass,Premise,CLINTON,There is a crime bill which would put more police on the street,Claim,CLINTON,Support,15-10-1992
1992,15 10,I think it's a shame it didn't pass,Premise,CLINTON,"which was killed for this session by a filibuster in the Senate, mostly be Republican senators",Claim,CLINTON,Support,15-10-1992
1992,15 10,we need more police on the street,Claim,CLINTON,I think it's a shame it didn't pass,Claim,CLINTON,Support,15-10-1992
1992,15 10,we need more police on the street,Claim,CLINTON,I think it should be made the law,Claim,CLINTON,Support,15-10-1992
1992,15 10,we need more police on the street,Claim,CLINTON,I also believe that we should offer college scholarships to people who will agree to work them off as police officers,Claim,CLINTON,Support,15-10-1992
1992,15 10,we need more police on the street,Claim,CLINTON,"I think, as we reduce our military forces, we should let people earn military retirement by coming out and working as police officers",Claim,CLINTON,Support,15-10-1992
1992,15 10,"We have got to win our national strategy against drugs, the fight against drugs",Claim,BUSH,"until we get that one done, we're not going to solve the neighborhood crime problem",Claim,BUSH,Support,15-10-1992
1992,15 10,"I think, as we reduce our military forces, we should let people earn military retirement by coming out and working as police officers",Premise,CLINTON,Thirty years ago there were three police officers on the street for every crime,Claim,CLINTON,Support,15-10-1992
1992,15 10,"I think, as we reduce our military forces, we should let people earn military retirement by coming out and working as police officers",Premise,CLINTON,today there are three crimes for every police officer,Claim,CLINTON,Support,15-10-1992
1992,15 10,I know it can work,Premise,CLINTON,"In the communities which have had real success putting police officers near schools where kids carry weapons, to get the weapons out of the schools, are on the same blocks, you've seen crime go down",Claim,CLINTON,Support,15-10-1992
1992,15 10,I know it can work,Premise,CLINTON,In Houston there's been a 15- percent drop in the crime rate in the last year,Claim,CLINTON,Support,15-10-1992
1992,15 10,I know it can work,Premise,CLINTON,I've seen it happen,Claim,CLINTON,Support,15-10-1992
1992,15 10,In Houston there's been a 15- percent drop in the crime rate in the last year,Premise,CLINTON,the work the mayor did there in increasing the police force,Premise,CLINTON,Support,15-10-1992
1992,15 10,"it's very hard to strengthen the family if people are scared to walk down to the corner store and, you know, send their kid down to get a loaf of bread",Premise,BUSH,It's very hard,Premise,BUSH,Equivalent,15-10-1992
1992,15 10,I don't think you ought to eliminate all kinds of weapons,Claim,BUSH,I am for the right,Claim,BUSH,Support,15-10-1992
1992,15 10,I don't think you ought to eliminate all kinds of weapons,Premise,BUSH,I'm a sportsman,Claim,BUSH,Support,15-10-1992
1992,15 10,I think they see I'm trying to strengthen the anti-crime legislation,Premise,BUSH,"I'm very pleased that the Fraternal Order of Police in Little Rock, Arkansas endorsed me",Claim,BUSH,Support,15-10-1992
1992,15 10,we're making progress,Premise,BUSH,"I think it's true in Richmond, teenage use is down of cocaine, substantially, 60% in the last couple of years",Claim,BUSH,Support,15-10-1992
1992,15 10,we're making progress,Claim,BUSH,"we're making some progress, doing a little better on interdiction",Claim,BUSH,Support,15-10-1992
1992,15 10,we're making progress,Premise,BUSH,We're not doing as well amongst the people that get to be habitual drug-users,Claim,BUSH,Attack,15-10-1992
1992,15 10,I am not for national registration of firearms,Premise,BUSH,"Virginia's in the lead in this, as Governor Clinton properly said, on this identification system for firearms",Claim,BUSH,Support,15-10-1992
1992,15 10,I am not for national registration of firearms,Premise,BUSH,Some of the states that have the toughest anti-gun laws have the highest levels of crime,Claim,BUSH,Support,15-10-1992
1992,15 10,I think it should be made the law,Claim,BUSH,I was not for the bill that he was talking about,Claim,CLINTON,Attack,15-10-1992
1992,15 10,I was not for the bill that he was talking about,Premise,BUSH,it was not tough enough on the criminal,Claim,BUSH,Support,15-10-1992
1992,15 10,I have been fighting for very strong anti-crime legislation -- habeas corpus reform,Premise,BUSH,you don't have these endless appeals,Claim,BUSH,Support,15-10-1992
1992,15 10,I have been fighting for very strong anti-crime legislation -- habeas corpus reform,Premise,BUSH,"when somebody gets sentenced, hey, this is for real",Claim,BUSH,Support,15-10-1992
1992,15 10,why pass a law that won't fix it,Claim,PEROT,"Brady Bill, I agree that it's a timid step in the right direction but it won't fix it",Claim,PEROT,Support,15-10-1992
1992,15 10,We have got to become more concerned about people who play by the rules and get the balance we require,Premise,PEROT,in our country we have evolved to a point where we've put millions of innocent people in jail,Claim,PEROT,Support,15-10-1992
1992,15 10,We have got to become more concerned about people who play by the rules and get the balance we require,Premise,PEROT,That's where we are,Claim,PEROT,Support,15-10-1992
1992,15 10,in our country we have evolved to a point where we've put millions of innocent people in jail,Premise,PEROT,you go to the poor neighborhoods and they've put bars on their windows and bars on their doors and put themselves in jail to protect the things that they acquired legitimately,Premise,PEROT,Support,15-10-1992
1992,15 10,"I favor strict controls on how much you can spend running for Congress, strict limits on political action committees, requirements that people running for Congress appear in open public debates like we're doing now",Premise,CLINTON,"If you did that you could take away the incumbents' advantage because challengers like me would have a chance to run against incumbents like him for House races and Senate races, and then the voters could make up their own mind without being subject to an unfair figh",Claim,CLINTON,Support,15-10-1992
1992,15 10,"I favor strict controls on how much you can spend running for Congress, strict limits on political action committees, requirements that people running for Congress appear in open public debates like we're doing now",Claim,CLINTON,"I think if we had the right kind of campaign reform, we'd get the changes you want",Claim,CLINTON,Support,15-10-1992
1992,15 10,we need to do the reforms and the term limits,Claim,PEROT,It takes both,Claim,PEROT,Support,15-10-1992
1992,15 10,we need to do the reforms and the term limits,Premise,PEROT,"good people will go serve and then go back to their homes and not become foreign lobbyists and cash in at 30,000 bucks a month and then take time off to run some president's campaign",Claim,PEROT,Support,15-10-1992
1992,15 10,I strongly support term limits for members of the US Congress,Claim,BUSH,I believe it would return the government closer to the people,Claim,BUSH,Support,15-10-1992
1992,15 10,I strongly support term limits for members of the US Congress,Claim,BUSH,What's wrong with limiting the terms of members of Congress to 12,Claim,BUSH,Support,15-10-1992
1992,15 10,I strongly support term limits for members of the US Congress,Claim,BUSH,"I think you get a certain arrogance, bureaucratic arrogance, if people stay there too long",Claim,BUSH,Support,15-10-1992
1992,15 10,I strongly support term limits for members of the US Congress,Claim,BUSH,"I favor, strongly favor, term limits",Claim,BUSH,Equivalent,15-10-1992
1992,15 10,I believe it would return the government closer to the people,Premise,BUSH,the way that Ross Perot is talking about,Claim,BUSH,Support,15-10-1992
1992,15 10,What's wrong with limiting the terms of members of Congress to 12,Premise,BUSH,"The president's terms are limited to 2, a total of 8 years",Claim,BUSH,Support,15-10-1992
1992,15 10,What's wrong with limiting the terms of members of Congress to 12,Claim,BUSH,Congress has gotten kind of institutionalized,Claim,BUSH,Support,15-10-1992
1992,15 10,Congress has gotten kind of institutionalized,Premise,BUSH,"For 38 years one party has controlled the House of Representatives, and the result, a sorry little post office that can't do anything right and a bank that has more overdrafts than all the Chase Bank and Citibank put together",Claim,BUSH,Support,15-10-1992
1992,15 10,"I favor, strongly favor, term limits",Claim,BUSH,I think the American people want it now,Claim,BUSH,Support,15-10-1992
1992,15 10,"I favor, strongly favor, term limits",Claim,BUSH,"Every place I go I talk about it, and I think they want it done",Claim,BUSH,Support,15-10-1992
1992,15 10,"I favor, strongly favor, term limits",Claim,CLINTON,I'm against them,Claim,BUSH,Attack,15-10-1992
1992,15 10,I know they're popular,Claim,CLINTON,I'm against them,Premise,CLINTON,Attack,15-10-1992
1992,15 10,I'm against them,Claim,CLINTON,"I believe, number one, it would pose a real problem for a lot of smaller states in the Congress who have enough trouble now making sure their interests are heard",Claim,CLINTON,Support,15-10-1992
1992,15 10,I'm against them,Claim,CLINTON,I think it would increase the influence of unelected staff members in the Congress who have too much influence already,Claim,CLINTON,Support,15-10-1992
1992,15 10,I think it would increase the influence of unelected staff members in the Congress who have too much influence already,Claim,CLINTON,"I think you're going to have too much influence there with people who were never elected, who have lots of expertise",Claim,CLINTON,Support,15-10-1992
1992,15 10,"if the people really have a mind to change, they can",Premise,CLINTON,You're going to have 120 to 150 new members of Congress,Claim,CLINTON,Support,15-10-1992
1992,15 10,"I don't think there are any villains, but, boy, is the system rotten",Claim,PEROT,"They're all nice people, they're just in a bad system",Claim,PEROT,Support,15-10-1992
1992,15 10,"If you put term limits in and don't reform government, you won't get the benefits you thought",Claim,PEROT,we have got to reform government,Claim,PEROT,Support,15-10-1992
1992,15 10,It takes both,Claim,PEROT,"If you put term limits in and don't reform government, you won't get the benefits you thought",Claim,PEROT,Support,15-10-1992
1992,15 10,It's terribly important,Premise,CLINTON,This is very important,Premise,CLINTON,Equivalent,15-10-1992
1992,15 10,"we spend at least $60 billion a year on insurance, administrative cost, bureaucracy, and government regulation that wouldn't be spent in any other nation",Premise,CLINTON,if you analyze where we're out of line with other countries,Claim,CLINTON,Support,15-10-1992
1992,15 10,"we spend at least $60 billion a year on insurance, administrative cost, bureaucracy, and government regulation that wouldn't be spent in any other nation",Premise,CLINTON,"all across America -- you know, people who've lost their jobs, lost their businesses, had to give up their jobs because of sick children",Claim,CLINTON,Support,15-10-1992
1992,15 10,"we spend at least $60 billion a year on insurance, administrative cost, bureaucracy, and government regulation that wouldn't be spent in any other nation",Premise,CLINTON,"We spend 30% more of our income than any nation on earth on health care, and yet we insure fewer people",Claim,CLINTON,Support,15-10-1992
1992,15 10,"we spend at least $60 billion a year on insurance, administrative cost, bureaucracy, and government regulation that wouldn't be spent in any other nation",Premise,CLINTON,We have 35 million people without any insurance at all,Claim,CLINTON,Support,15-10-1992
1992,15 10,"we spend at least $60 billion a year on insurance, administrative cost, bureaucracy, and government regulation that wouldn't be spent in any other nation",Premise,CLINTON,A hundred thousand Americans a month have lost their health insurance just in the last 4 years,Claim,CLINTON,Support,15-10-1992
1992,15 10,"we have to have, in my judgment, a drastic simplification of the basic health insurance policies of this country, be very comprehensive for everybody",Claim,CLINTON,"we spend at least $60 billion a year on insurance, administrative cost, bureaucracy, and government regulation that wouldn't be spent in any other nation",Claim,CLINTON,Support,15-10-1992
1992,15 10,"we have to have, in my judgment, a drastic simplification of the basic health insurance policies of this country, be very comprehensive for everybody",Premise,CLINTON,"Employers would cover their employees, government would cover the unemployed.",Claim,CLINTON,Support,15-10-1992
1992,15 10,"She asked a question, I think, is whether the health care profession was to blame",Claim,BUSH,No,Premise,BUSH,Attack,15-10-1992
1992,15 10,I think you have to help doctors stop practicing defensive medicine,Premise,CLINTON,I've recommended that our doctors be given a set of national practice guidelines,Claim,CLINTON,Support,15-10-1992
1992,15 10,I've recommended that our doctors be given a set of national practice guidelines,Premise,CLINTON,if they follow those guidelines that raises the presumption that they didn't do anything wrong,Premise,CLINTON,Support,15-10-1992
1992,15 10,The key is to control the cost and maintain the quality,Premise,CLINTON,To do that you need a system of managed competition where all of us are covered in big groups,Claim,CLINTON,Support,15-10-1992
1992,15 10,The key is to control the cost and maintain the quality,Premise,CLINTON,"we can choose our doctors and our hospitals, a wide range, but there is an incentive to control costs",Claim,CLINTON,Support,15-10-1992
1992,15 10,some people say we can't do this,Premise,CLINTON,Hawaii does it,Premise,CLINTON,Attack,15-10-1992
1992,15 10,"They cover 98% of their people and their insurance premiums are much cheaper than the rest of America, and so does Rochester, New York",Premise,CLINTON,Hawaii does it,Premise,CLINTON,Support,15-10-1992
1992,15 10,"I think Mr. Perot and I agree on this, there has to be a national commission of health care providers and health care consumers that set ceilings to keep health costs in line with inflation, plus population growth",Premise,CLINTON,Hawaii does it,Claim,CLINTON,Support,15-10-1992
1992,15 10,"I think Mr. Perot and I agree on this, there has to be a national commission of health care providers and health care consumers that set ceilings to keep health costs in line with inflation, plus population growth",Premise,CLINTON,They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country,Claim,CLINTON,Support,15-10-1992
1992,15 10,They now have a plan to cover everybody and their premiums are two-thirds of the rest of the country,Premise,CLINTON,"They cover 98% of their people and their insurance premiums are much cheaper than the rest of America, and so does Rochester, New York",Premise,CLINTON,Support,15-10-1992
1992,15 10,I'm going to send a plan to do this within the first 100 days of my presidency,Premise,CLINTON,It's a big human problem and a devastating economic problem for America,Claim,CLINTON,Support,15-10-1992
1992,15 10,I'm going to send a plan to do this within the first 100 days of my presidency,Premise,CLINTON,It's terribly important,Claim,CLINTON,Support,15-10-1992
1992,15 10,I think medical care should go with the person,Claim,BUSH,"If you leave a business, I think your insurance should go with you to some other business",Claim,BUSH,Support,15-10-1992
1992,15 10,I think medical care should go with the person,Claim,BUSH,part of our plan is to make it what they call portable,Claim,BUSH,Support,15-10-1992
1992,15 10,I think medical care should go with the person,Premise,BUSH,You shouldn't be worrying if you get a new job as to whether that's gonna,Claim,BUSH,Support,15-10-1992
1992,15 10,No,Claim,BUSH,One thing to blame is these malpractice lawsuits,Claim,BUSH,Support,15-10-1992
1992,15 10,No,Claim,BUSH,you can't blame the practitioners for the health problem,Claim,BUSH,Equivalent,15-10-1992
1992,15 10,I want to see those outrageous claims capped,Claim,BUSH,One thing to blame is these malpractice lawsuits,Claim,BUSH,Support,15-10-1992
1992,15 10,One thing to blame is these malpractice lawsuits,Premise,BUSH,They're breaking the system,Claim,BUSH,Support,15-10-1992
1992,15 10,One thing to blame is these malpractice lawsuits,Premise,BUSH,Doctors don't dare to deliver babies sometimes because they're afraid that somebody's going to sue them,Claim,BUSH,Support,15-10-1992
1992,15 10,One thing to blame is these malpractice lawsuits,Claim,BUSH,"People don't dare -- medical practitioners, to help somebody along the highway that are hurt",Claim,BUSH,Support,15-10-1992
1992,15 10,They're breaking the system,Premise,BUSH,It costs $20-25 billion a year,Premise,BUSH,Support,15-10-1992
1992,15 10,you can't blame the practitioners for the health problem,Claim,BUSH,"People don't dare -- medical practitioners, to help somebody along the highway that are hurt",Claim,BUSH,Support,15-10-1992
1992,15 10,"People don't dare -- medical practitioners, to help somebody along the highway that are hurt",Premise,BUSH,they're afraid that some lawyer's going to come along and get a big lawsuit,Claim,BUSH,Support,15-10-1992
1992,15 10,I want to keep the quality of health care,Premise,BUSH,keep government out of it,Premise,BUSH,Support,15-10-1992
1992,15 10,I don't like this idea of these boards,Claim,BUSH,I want competition and I want to pool the insurance and take care of it that way and have,Claim,BUSH,Support,15-10-1992
1992,15 10,I don't like this idea of these boards,Premise,BUSH,It all sounds to me like you're going to have some government setting price,Claim,BUSH,Support,15-10-1992
1992,15 10,part of our plan is to make it what they call portable,Premise,BUSH,"if you're working for the Jones Company and you go to the Smith Company, your insurance goes with you",Claim,BUSH,Support,15-10-1992
1992,15 10,We have the most expensive health care system in the world,Premise,PEROT,Twelve percent of our gross national product goes to health care,Claim,PEROT,Support,15-10-1992
1992,15 10,We have the most expensive health care system in the world,Premise,PEROT,"Our industrial competitors, who are beating us in competition, spend less and have better health care",Claim,PEROT,Support,15-10-1992
1992,15 10,"Our industrial competitors, who are beating us in competition, spend less and have better health care",Premise,PEROT,Japan spends a little over 6% of its gross national product,Premise,PEROT,Support,15-10-1992
1992,15 10,"Our industrial competitors, who are beating us in competition, spend less and have better health care",Premise,PEROT,Germany spends 8%,Premise,PEROT,Support,15-10-1992
